index,brand,Model,Price,Rating,processor_brand,processor_tier,num_cores,num_threads,ram_memory,primary_storage_type,primary_storage_capacity,secondary_storage_type,secondary_storage_capacity,gpu_brand,gpu_type,is_touch_screen,display_size,resolution_width,resolution_height,OS,year_of_warranty,Category
547,14,Lenovo IdeaPad Slim 5i 82XD0040IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),869.9,62,2,3,10,16,16,SSD,512,No secondary storage,0,3,2,False,14.0,1920,1200,6,1,2
548,6,Dell Inspiron 13 5330 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),989.9,63,2,3,12,16,16,SSD,1024,No secondary storage,0,3,2,False,13.3,2560,1600,6,1,2
549,6,Dell Inspiron 3525 Laptop (AMD Ryzen R3 5300U/ 8GB/ 512GB SSD/ Win11),329.9,58,0,9,4,8,8,SSD,512,No secondary storage,0,0,2,False,15.6,1920,1080,6,1,3
550,6,Dell Inspiron 5330 2023 Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),874.9,62,2,2,12,16,16,SSD,1024,No secondary storage,0,3,2,False,13.3,2560,1600,6,1,2
551,6,Dell Inspiron 3535 2023 Laptop (AMD Ryzen R5-7520U/ 8GB/ 1TB SSD/ Win11),479.9,54,0,10,4,8,8,SSD,1024,No secondary storage,0,0,2,False,15.6,1920,1080,6,1,3
552,6,Dell Inspiron 7430 2023 2 in 1 Laptop (13th Gen Core i5/ 8GB/ 1TB SSD/ Win11),774.9,59,2,2,10,12,8,SSD,1024,No secondary storage,0,3,2,True,14.0,1920,1200,6,1,2
553,6,Dell Vostro 3430 Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),414.33,57,2,1,5,6,8,SSD,512,No secondary storage,0,3,2,False,14.0,1920,1080,6,1,3
554,10,HP Victus 15-FB0142AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),749.5,71,0,10,6,12,16,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,1,1
555,6,Dell Inspiron 7430 2 in 1 Touch Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),872.9,60,2,2,10,12,16,SSD,1024,No secondary storage,0,3,2,True,14.0,1920,1200,6,1,2
556,6,Dell Vostro 3430 VN3430RHXFG001ORB1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Pro),604.9,63,2,2,10,12,8,SSD,512,No secondary storage,0,3,2,False,14.0,1920,1080,6,1,2
557,14,Lenovo Yoga 6 82WV0058IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),779.9,60,2,2,12,16,16,SSD,512,No secondary storage,0,3,2,False,14.0,1920,1200,6,1,2
558,2,Asus TUF Gaming F15 FX577ZC-HN192W Gaming Laptop (12th Gen Core i7/ 16GB/1TB SSD/ Win11 / 4GB Graph),899.9,76,2,3,14,20,16,SSD,1024,No secondary storage,0,4,1,False,15.6,1920,1080,6,1,1
559,17,MSI Thin GF63 12VE-664IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),969.9,76,2,3,10,16,16,SSD,1024,No secondary storage,0,4,1,False,15.6,1920,1080,6,1,1
560,17,MSI Thin GF63 12VF-663IN Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),1049.9,77,2,3,10,16,16,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,2,1
561,17,MSI Katana 17 B12VGK-672IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),1499.9,79,2,3,10,16,16,SSD,1024,No secondary storage,0,4,1,False,17.3,1920,1080,6,2,1
562,17,MSI Pulse 17 B13VGK-666IN Gaming Laptop (13th Gen Core i7/ 8GB/ 1TB SSD/ Win11 Home/ 8GB Graph),1499.9,76,2,3,14,20,8,SSD,1024,No secondary storage,0,4,1,False,17.3,2560,1440,6,2,2
563,17,MSI Katana 17 B12VFK-668IN Gaming Laptop (12th Gen Core i7/ 8GB/ 1TB SSD/ Win11 Home/ 8GB Graph),1149.9,77,2,3,10,16,8,SSD,1024,No secondary storage,0,4,1,False,17.3,1920,1080,6,2,2
564,17,MSI Thin GF63 11UCX-1497IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),559.9,69,2,2,6,12,8,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,2,3
565,17,MSI Thin GF63 11UCX-1496IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),589.9,71,2,2,6,12,16,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,2,1
566,17,MSI Thin GF63 11SC-1493IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),559.9,70,2,2,6,12,16,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,2,1
568,10,HP Victus 15-fa1064TX Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),1194.0,72,2,3,14,20,16,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,1,1
569,10,HP Victus  15-fa1060TX  Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),999.99,71,2,2,12,16,16,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,1,1
570,14,Lenovo Ideapad Slim 3 15ITL05 81X800N1IN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),375.0,59,2,1,2,4,8,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,3
572,10,HP Omen 16-wf0052TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),1325.99,75,2,2,14,20,16,SSD,512,No secondary storage,0,4,1,False,16.1,1920,1080,6,1,1
573,10,HP Victus 15-fb0153AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),509.99,67,0,10,6,12,8,SSD,512,No secondary storage,0,0,1,False,15.6,1920,1080,6,1,3
574,2,Asus VivoBook 14 2023 X1404ZA-NK321WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),375.88,59,2,1,6,8,8,SSD,512,No secondary storage,0,3,2,False,14.0,1920,1080,6,1,3
575,2,Asus Vivobook 15 X1504ZA-NJ325WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),369.9,57,2,1,6,8,8,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,3
576,14,Lenovo IdeaPad Slim 5 82XE004RIN Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11),589.9,64,0,10,6,12,16,SSD,512,No secondary storage,0,0,2,False,14.0,1920,1200,6,1,1
577,10,HP Envy x360 13-bf0141tu Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),1050.36,67,2,3,10,12,16,SSD,512,No secondary storage,0,3,2,True,13.3,2880,1800,6,1,2
578,14,Lenovo IdeaPad Slim 3 82XQ008VIN Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11),439.9,58,0,10,4,8,16,SSD,512,No secondary storage,0,0,2,False,15.6,1920,1080,6,1,1
579,10,HP Omen 16-wd0770TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),1018.0,72,2,2,8,12,16,SSD,512,No secondary storage,0,4,1,False,16.1,1920,1080,6,1,1
580,2,Asus Vivobook 16X 2023 K3605ZC-MBN741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),949.9,72,2,3,10,16,16,SSD,512,No secondary storage,0,4,1,False,16.0,1920,1200,6,1,1
581,2,Asus Vivobook Pro 15 M6500QFB-LK541WS Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),699.9,66,0,10,6,12,16,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,1,1
583,2,Asus Vivobook Pro 15 M6500QFB-LK742WS Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),729.9,72,0,11,8,16,16,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,1,1
584,17,MSI Prestige 16 A13UCX-250IN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graphic),1199.9,73,2,3,14,20,16,SSD,1024,No secondary storage,0,4,1,False,16.0,2560,1600,6,2,1
585,10,HP Victus 15-fb0134AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),564.9,70,0,10,6,12,16,SSD,512,No secondary storage,0,0,1,False,15.6,1920,1080,6,1,1
586,6,Dell Inspiron 3520 IN3520KTMFJ001ORS1 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),372.81,58,2,1,2,4,8,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,3
587,14,Lenovo IdeaPad Slim 5 82XD003PIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),694.94,60,2,2,8,12,16,SSD,512,No secondary storage,0,3,2,False,14.0,1920,1200,6,2,2
588,2,Asus VivoBook 15 X1500EA-EJ326WS Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),327.9,54,2,1,2,4,8,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,3
589,14,Lenovo LOQ 15IRH8 82XV00F7IN 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),979.9,72,2,2,8,12,16,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,1,1
590,10,HP Pavilion x360 14-ek1074TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),781.0,67,2,2,10,12,16,SSD,512,No secondary storage,0,3,2,True,14.0,1920,1080,6,1,2
591,14,Lenovo LOQ 15IRH8 82XV00F6IN 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),914.9,71,2,2,8,12,16,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,1,1
592,10,HP 15s-fr2515TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),367.9,60,2,1,2,4,8,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,3
593,14,Lenovo LOQ 15APH8 82XT004HIN 2023 Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),885.27,73,0,11,8,16,16,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,1,1
594,2,Asus Vivobook 15 X1502ZA-EJ545WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),599.9,64,2,2,10,12,16,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,2
596,14,Lenovo LOQ 15APH8 82XT004JIN 2023 Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),999.9,73,0,11,8,16,16,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,1,1
597,10,HP Omen 16-wf0111TX Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),1469.9,77,2,3,16,24,16,SSD,1024,No secondary storage,0,4,1,False,16.1,1920,1080,6,1,1
598,14,Lenovo LOQ 15APH8 82XT009CIN 2023 Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),1099.9,75,0,11,8,16,16,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,1,1
599,10,HP Omen 16-xf0059AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),1230.1,73,0,11,8,16,16,SSD,512,No secondary storage,0,4,1,False,16.0,1920,1080,6,1,1
600,2,Asus Vivobook Go 15 E510MA-EJ001W Laptop (Celeron N4020/ 4GB/ 256GB SSD/ Win11 Home),259.9,45,2,0,2,2,4,SSD,256,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,3
601,10,HP Omen 16-wf0055TX Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph),1399.9,77,2,3,16,24,16,SSD,512,No secondary storage,0,4,1,False,16.1,1920,1080,6,1,1
602,0,Acer Nitro 5 AN515-58 NH.QFHSI.008 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),674.99,65,2,2,8,12,8,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,1,2
603,0,Acer Aspire Lite AL15-51 2023 Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11),359.9,58,0,10,6,12,8,SSD,512,No secondary storage,0,0,2,False,15.6,1920,1080,6,1,3
605,10,HP 255 G8 Laptop (AMD Athlon 3050U/ 4GB/ 256GB SSD/ Win11),229.9,44,0,7,2,2,4,SSD,256,No secondary storage,0,0,2,False,15.6,1920,1080,6,1,3
606,6,Dell Inspiron 5330 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),844.9,60,2,2,12,16,16,SSD,512,No secondary storage,0,3,2,False,13.3,2560,1600,6,1,2
608,6,Dell Inspiron 5330 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),959.9,63,2,3,12,16,16,SSD,512,No secondary storage,0,3,2,False,13.3,2560,1600,6,1,2
609,2,Asus Vivobook 15 X1504ZA-NJ321WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),393.9,57,2,1,6,8,8,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,3
610,6,Dell Inspiron 5518 D560667WIN9S Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 2GB Graph),609.0,65,2,2,4,8,16,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,1,1
611,17,MSI Prestige 14 Evo B12M-472IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),819.9,63,2,2,12,16,16,SSD,512,No secondary storage,0,3,2,False,14.0,1920,1080,6,1,2
612,14,Lenovo IdeaPad Slim 5i 82XF003DIN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),898.89,63,2,3,14,20,16,SSD,512,No secondary storage,0,3,2,False,16.0,1920,1200,6,2,2
614,6,Dell Inspiron 5425 Laptop (AMD Ryzen 75825U/ 16GB/ 512GB SSD/ Win11) 84 votes,678.9,65,0,11,8,16,16,SSD,512,No secondary storage,0,0,2,False,14.0,1920,1080,6,1,1
617,17,MSI Modern 15 B12M-613IN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),369.9,58,2,1,6,8,8,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,3
619,17,MSI Prestige 14H B12UCX-412IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/Win11 Home/ 4GB Graphic),899.9,71,2,2,12,16,16,SSD,512,No secondary storage,0,4,1,False,14.0,1920,1200,6,2,1
621,10,HP 15s-fy5005TU Laptop (12th Gen Core i3/ 8GB/ 1TB SSD/ Win11 Home),437.35,56,2,1,6,8,8,SSD,1024,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,3
622,14,Lenovo Yoga 6 83B2005TIN Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),749.9,69,0,10,6,12,16,SSD,512,No secondary storage,0,0,2,True,13.3,1920,1200,6,3,1
623,2,Asus Vivobook 16X 2023 K3605ZF-MBN543WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),649.9,72,2,2,8,12,16,SSD,512,No secondary storage,0,4,1,False,16.0,1920,1200,6,1,1
624,2,Asus Vivobook 16X 2023 K3605ZF-MBN741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),890.0,75,2,3,10,16,16,SSD,512,No secondary storage,0,4,1,False,16.0,1920,1200,6,1,1
625,14,Lenovo IdeaPad Flex 5 82R900D9IN Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),649.9,72,0,11,8,16,16,SSD,512,No secondary storage,0,0,2,True,14.0,1920,1200,6,1,1
626,10,HP 15s-fy5004TU Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),434.0,57,2,1,6,8,16,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,3
627,14,Lenovo IdeaPad Slim 3 82XQ008GIN Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11),405.9,57,0,10,4,8,8,SSD,512,No secondary storage,0,0,2,False,15.6,1920,1080,6,1,3
628,2,Asus Vivobook Pro 15 M6500QC-LK542WS Laptop (AMD R5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),700.0,70,0,10,6,12,16,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,1,1
629,2,Asus ROG Zephyrus G16 2023 GU603ZU-N3023WS Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),1419.89,82,2,3,14,20,16,SSD,1024,No secondary storage,0,4,1,False,16.0,2560,1600,6,1,1
630,15,LG Gram 14 2023 14Z90R-G.CH54A2 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),989.99,67,2,2,12,16,16,SSD,512,No secondary storage,0,3,2,False,14.0,1200,1920,6,1,2
632,0,Acer Nitro 16 AN16-41 Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph),1299.9,80,0,11,8,16,16,SSD,512,No secondary storage,0,4,1,False,16.0,1920,1200,6,1,1
633,14,Lenovo IdeaPad Flex 5 82XX007KIN Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),659.9,69,0,10,6,12,16,SSD,512,No secondary storage,0,0,2,True,14.0,1920,1200,6,1,1
634,0,Acer Aspire 5 2023 A515-58M Gaming Laptop (13th Gen Core i7/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graphic),754.99,59,2,3,10,12,8,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,1,2
635,10,HP Chromebook x360 14a-ca0505TU Laptop (Intel Celeron N4120/ 4GB/ 64GB eMMC/ Chrome OS),259.9,44,2,0,4,4,4,HDD,64,No secondary storage,0,3,2,True,14.0,1366,768,1,1,3
636,2,Asus Vivobook Pro 15 M6500QC-LK742WS Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),766.0,72,0,11,8,16,16,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,1,1
637,10,HP ZBook Firefly 16 G9 2023 Workstation PC Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11/ 4GB Graphics),1268.0,69,2,2,10,12,16,SSD,1024,No secondary storage,0,4,1,False,16.0,1920,1200,6,1,1
638,7,Fujitsu UH-X 4ZR1L12856 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),999.9,73,2,3,12,16,16,SSD,512,No secondary storage,0,3,2,False,14.0,1920,1200,6,2,2
639,10,HP 2023 ZBook Firefly 16 G9 WUXGA Workstation Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 4GB Graphics),1332.69,69,2,3,10,12,16,SSD,512,No secondary storage,0,4,1,False,16.0,1920,1200,6,1,1
640,0,Acer Aspire Lite AL15-51 2023 Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11),419.9,64,2,2,4,8,16,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,3
641,10,HP 15s-fq3073TU Laptop Intel Pentium Silver N6000/ 8GB/ 512GB SSD/ Win11 Home),329.9,46,2,8,4,4,8,SSD,512,No secondary storage,0,3,2,False,15.6,1366,768,6,1,3
642,10,HP ZBook Firefly 16 G9 2023 Workstation Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graphics),1204.49,67,2,2,10,12,16,SSD,512,No secondary storage,0,4,1,False,16.0,1920,1200,6,1,1
643,2,Asus ROG Zephyrus G14 GA402NJ-L8094WS Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),1299.9,71,0,11,8,16,16,SSD,512,No secondary storage,0,4,1,False,14.0,2560,1600,6,1,1
644,15,LG UltraPC 16 16U70R-G.AH56A2 Laptop (AMD Ryzen5-7530U/ 16GB/ 512GB SSD/ Win11),782.99,72,0,10,6,12,16,SSD,512,No secondary storage,0,0,2,True,16.0,1920,1200,6,1,1
646,14,Lenovo IdeaPad 1 82V6005CIN Laptop (Celeron N4020/ 4GB/ 256GB SSD/ Win11 Home),241.9,38,2,0,2,2,4,SSD,256,No secondary storage,0,3,2,False,11.6,1366,768,6,1,3
647,15,LG gram360 16 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),1524.99,78,2,3,12,16,16,SSD,1024,No secondary storage,0,3,2,True,16.0,1600,2560,6,1,2
648,10,HP Chromebook 15a-nb0002TU Laptop ( Intel Core i3-N305/ 8GB/ 256GB SSD/ Chrome OS),509.9,38,2,1,8,8,8,SSD,256,No secondary storage,0,3,2,False,15.6,1366,768,1,1,3
649,15,LG Gram 14 2023 14Z90R-G.CH75A2 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),1178.99,69,2,3,12,16,16,SSD,512,No secondary storage,0,3,2,False,14.0,1200,1920,6,1,2
650,0,Acer Nitro 5 AN515-58 UN.QFHSI.026 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),719.9,70,2,2,8,12,16,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,1,1
651,2,Asus Vivobook 15 2023 X1504VA-NJ544WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),639.9,65,2,2,10,12,16,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,2
652,23,Walker NU14A1 Laptop (Celeron N4020/ 4GB/ 128GB SSD / Win11 Home),159.9,37,2,0,2,2,4,SSD,128,No secondary storage,0,3,2,False,14.1,1920,1080,6,1,3
653,10,HP 255 G8 6E3Z0PA Laptop (Ryzen 3 3250U/ 8GB/512GB SSD/ Dos),239.99,52,0,9,2,4,8,SSD,512,No secondary storage,0,0,2,False,15.6,1366,768,2,1,3
654,6,Dell Inspiron 14 5430 2023 Laptop (13th Gen Core i5/ 8GB/ 1TB SSD/ Win11),655.0,60,2,2,10,12,8,SSD,1024,No secondary storage,0,3,2,False,14.0,1920,1200,6,1,2
655,6,Dell Inspiron 2023 14 5430 Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),739.9,63,2,2,10,12,16,SSD,1024,No secondary storage,0,3,2,False,14.0,1920,1200,6,1,2
656,10,HP Omen 16-wd0990TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),979.99,73,2,2,8,12,16,SSD,512,No secondary storage,0,4,1,False,16.1,2560,1440,6,1,1
657,14,Lenovo S14 Gen 3 82TW001CIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),529.9,62,2,2,10,12,8,SSD,512,No secondary storage,0,3,2,False,14.0,1920,1080,6,2,3
658,14,Lenovo IdeaPad Gaming 3 15ACH6 82K2022YIN Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),629.9,65,0,10,6,12,8,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,1,2
659,17,MSI Katana GF66 12UCOK 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),739.9,65,2,2,8,12,16,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,2,1
660,14,Lenovo ThinkBook 15 21JF002CIN Laptop (AMD Ryzen 3 7330U/ 8 GB/ 512 GB SSD/ DOS),328.99,59,0,9,4,8,8,SSD,512,No secondary storage,0,0,2,False,15.6,1920,1080,2,1,3
661,14,Lenovo IdeaPad 1 14IGL7 82V6005EIN Laptop (Celeron Dual Core/ 8GB/ 256GB SSD/ Win11 Home),249.9,50,2,0,2,2,8,SSD,256,No secondary storage,0,3,2,False,14.0,1366,768,6,1,3
662,17,MSI Thin GF63 11SC-1477IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),479.9,67,2,2,6,12,8,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,2,3
663,2,Asus Vivobook 15 OLED 2023 X1505VAU-LK543WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),739.9,60,2,2,10,12,16,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,2
664,2,Asus Vivobook 16X 2023 K3605ZU-MB541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),999.9,75,2,2,8,12,16,SSD,512,No secondary storage,0,4,1,False,16.0,1920,1200,6,1,1
665,14,Lenovo IdeaPad Gaming 3 82K101LHIN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),529.9,70,2,2,4,8,16,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,1,1
666,2,Asus Vivobook 15 2023 X1504VA-NJ543WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),619.9,64,2,2,10,12,16,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,2
667,14,Lenovo ThinkPad E14 21JRS00T00 Laptop (AMD Ryzen 5 7530U/ 8GB/ 512GB SSD/ Win11 Home),693.45,62,0,10,6,12,8,SSD,512,No secondary storage,0,0,2,False,14.0,1920,1200,6,1,2
668,14,Lenovo IdeaPad Slim 3 2023 82X70033IN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),449.9,58,2,1,5,6,8,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,3
669,10,HP Envy x360 15-fe0028TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),965.9,66,2,2,10,12,16,SSD,512,No secondary storage,0,3,2,True,15.6,1920,1080,6,1,2
670,10,HP Envy x360 15-fe0027TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),879.9,66,2,2,10,12,16,SSD,512,No secondary storage,0,3,2,True,15.6,1920,1080,6,1,2
671,10,HP Envy x360 15-fh0016AU Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),866.9,66,0,10,6,12,16,SSD,512,No secondary storage,0,0,2,True,15.6,1920,1080,6,1,1
672,10,HP Envy x360 15-fh0019AU Laptop (AMD Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11 Home),876.9,70,0,11,8,16,16,SSD,512,No secondary storage,0,0,2,True,15.6,1920,1080,6,1,1
673,10,HP Envy x360 15-fh0015AU Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),788.9,66,0,10,6,12,16,SSD,512,No secondary storage,0,0,2,True,15.6,1920,1080,6,1,1
674,10,HP Envy x360 15-ew0041TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),839.9,72,2,2,10,12,16,SSD,512,No secondary storage,0,3,2,True,15.6,1920,1080,6,1,2
