index,brand,Model,Price,Rating,processor_brand,processor_tier,num_cores,num_threads,ram_memory,primary_storage_type,primary_storage_capacity,secondary_storage_type,secondary_storage_capacity,gpu_brand,gpu_type,is_touch_screen,display_size,resolution_width,resolution_height,OS,year_of_warranty,Category
675,10,HP 14-em0025AU Laptop (AMD Ryzen  3 7320U/ 8GB/ 512GB SSD/ Win11 Home),389.9,57,0,9,4,8,8,SSD,512,No secondary storage,0,0,2,False,14.0,1920,1080,6,1,3
676,10,HP 14-em0027AU Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11 Home),509.9,60,0,10,4,8,16,SSD,512,No secondary storage,0,0,2,False,14.0,1920,1080,6,1,1
677,2,Asus Vivobook 15 X1502ZA-EJ523WS Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),559.9,60,2,2,12,16,8,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,3
678,6,Dell Vostro 15 3510 Laptop (11th Gen Core i3/ 8GB/ 1TB 256GB SSD/ Win11 Home),392.9,60,2,1,2,4,8,HDD,1024,SSD,256,3,2,False,15.6,1920,1080,6,,3
679,10,HP Pavilion Plus 14-eh1047TU Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win 11),1077.63,71,2,3,14,20,16,SSD,512,No secondary storage,0,3,2,False,14.0,2880,1800,6,1,2
680,6,Dell Inspiron 7430 2 in 1 Laptop (13th Gen Core i3/ 8GB/ 1TB SSD/ Win11),599.9,56,2,1,6,8,8,SSD,1024,No secondary storage,0,3,2,True,14.0,1920,1200,6,1,2
681,14,Lenovo IdeaPad Gaming 3 82K2025LIN Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),729.9,69,0,10,6,12,16,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,1,1
682,14,Lenovo ThinkPad E14 21JRS00U00 Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),567.0,64,0,10,6,12,16,SSD,512,No secondary storage,0,0,2,False,14.0,1920,1080,6,1,1
683,14,Lenovo Thinkpad E15 21E6S05B00 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),659.9,67,2,2,10,12,8,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,2
684,14,Lenovo Thinkbook 15 21DJ00EXIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),539.9,66,2,2,10,12,8,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,3
685,10,HP Pavilion Plus 14-eh1022TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),780.19,69,2,2,12,16,16,SSD,512,No secondary storage,0,3,2,False,14.0,2240,1400,6,1,2
686,0,Acer Aspire Lite AL15-51 UN.431SI.252 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),307.9,59,2,1,2,4,8,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,3
687,14,Lenovo IdeaPad Gaming 3 15ACH6 82K2025JIN Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),573.9,67,0,10,6,12,8,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,1,3
688,10,HP Zbook Power G4-A 2023 ZHAN 99 Laptop (AMD Ryzen 5 6600H/ 16GB/ 1TB 512GB SSD/ Win11/ 4GB Graph),1157.06,71,0,10,6,12,16,HDD,1024,SSD,512,4,1,False,15.6,1920,1080,6,,1
689,6,Dell Inspiron 3535 Laptop (AMD Ryzen R5-7520U/ 8GB/ 512GB SSD/ Win11),418.08,53,0,10,4,8,8,SSD,512,No secondary storage,0,0,2,False,15.6,1920,1080,6,1,3
690,10,HP Envy 15-fe0030TU Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),1099.9,69,2,3,10,12,16,SSD,512,No secondary storage,0,3,2,True,15.6,1920,1080,6,1,2
691,10,HP 14-hr0001AU Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),449.9,58,0,10,4,8,8,SSD,512,No secondary storage,0,0,2,False,14.0,1920,1080,6,1,3
692,10,HP 14-gr0000TU Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),479.9,53,2,1,6,8,8,SSD,512,No secondary storage,0,3,2,False,14.0,1920,1080,6,1,3
693,10,HP 14-hr0000AU Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11 Home),529.9,60,0,10,4,8,16,SSD,512,No secondary storage,0,0,2,False,14.0,1920,1080,6,1,1
694,10,HP Envy 15-fe0032TU Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),1159.9,70,2,3,10,12,16,SSD,1024,No secondary storage,0,3,2,True,15.6,1920,1080,6,1,2
695,2,Asus Vivobook 16X 2023 K3605ZF-MBN544WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),835.99,72,2,2,8,12,16,SSD,512,No secondary storage,0,4,1,False,16.0,1920,1200,6,1,1
696,2,Asus ROG Zephyrus G14 2023 GA402XU-N2045WS Gaming Laptop (AMD Ryzen 9 7940HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),1399.9,83,0,12,8,16,16,SSD,1024,No secondary storage,0,4,1,False,14.0,2560,1600,6,1,1
697,6,Dell Inspiron 5430 2023 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),879.9,56,2,3,10,12,16,SSD,512,No secondary storage,0,3,2,False,14.0,1920,1080,6,1,2
698,2,Asus TUF Gaming F15 FX506HF-HN026W Gaming Laptop (11th Gen Core i5/ 8GB/ 1TB SSD/ Win11/ 4GB Graph),589.9,71,2,2,6,12,8,SSD,1024,No secondary storage,0,4,1,False,15.6,1920,1080,6,1,3
699,14,Lenovo ThinkBook 15 G5 21JFA00QIN Laptop (AMD Ryzen 7 7730U/ 8 GB/ 512 GB SSD/ DOS),499.9,64,0,11,8,16,8,SSD,512,No secondary storage,0,0,2,False,15.6,1920,1080,2,1,3
700,14,Lenovo IdeaPad Gaming 3 82K2022VIN Laptop (AMD Ryzen 5-5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),604.9,67,0,10,6,12,8,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,1,2
701,14,Lenovo IdeaPad 3 15ITL05 81X800N2IN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),354.9,59,2,1,2,4,8,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,3
702,14,Lenovo IdeaPad Gaming 3 15IAH7 82S9014KIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),719.9,70,2,2,8,12,16,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,1,1
703,6,Dell Inspiron 7420 2in1 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),904.9,67,2,3,10,12,16,SSD,512,No secondary storage,0,3,2,True,14.0,1920,1200,6,1,2
704,10,HP 14-em0026AU Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),449.9,58,0,10,4,8,8,SSD,512,No secondary storage,0,0,2,False,14.0,1920,1080,6,1,3
705,17,MSI Cyborg 15 A12VF-049IN Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph),1119.9,78,2,3,10,16,16,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,2,1
706,14,Lenovo ThinkPad E14 Gen 4 21E3S06Q00 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ DOS),455.0,57,2,1,6,8,8,SSD,512,No secondary storage,0,3,2,False,14.0,1920,1080,2,1,3
707,6,Dell Vostro 5620 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),409.9,58,2,1,6,8,8,SSD,512,No secondary storage,0,3,2,False,16.0,1920,1080,6,1,3
708,6,Dell Vostro 3525 D560926WIN9B Laptop (AMD Ryzen 5-5500U/ 8GB/ 512GB SSD/ Win11),436.9,52,0,10,6,12,8,SSD,512,No secondary storage,0,0,2,False,15.6,1920,1080,6,1,3
709,14,Lenovo ThinkPad E14 Gen 4 21E3S06D00 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),499.99,62,2,1,6,8,8,SSD,512,No secondary storage,0,3,2,False,14.0,1920,1080,6,1,3
710,14,Lenovo Thinkpad E14 21E3S06300 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),661.99,62,2,2,10,12,8,SSD,512,No secondary storage,0,3,2,False,14.0,1920,1080,2,1,2
711,0,Acer Aspire 3 A315-510P Laptop (Intel Core i3 N305/ 8GB/ 256GB SSD/ Win11 Home),299.8,50,2,1,8,8,8,SSD,256,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,3
712,6,Dell Inspiron 16 5635 Laptop (AMD Ryzen 5 7530U/ 8GB/ 512GB SSD/ Win11),559.9,60,0,10,6,12,8,SSD,512,No secondary storage,0,0,2,False,16.0,1920,1200,6,1,3
713,0,Acer Aspire 3 NX.KDESI.008 Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),294.9,57,0,9,4,8,8,SSD,512,No secondary storage,0,0,2,False,15.6,1920,1080,6,1,3
714,14,Lenovo IdeaPad Slim 3 82XQ008EIN Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),334.9,57,0,9,4,8,8,SSD,512,No secondary storage,0,0,2,False,15.6,1920,1080,6,1,3
715,10,HP Pavilion 14-dv1043TU Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),536.99,62,2,2,4,8,8,SSD,512,No secondary storage,0,3,2,False,14.0,1920,1080,6,1,3
716,0,Acer Aspire 5 A515-58M 2023 Gaming Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),429.9,50,2,1,6,8,8,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,3
717,17,MSI Bravo 15 C7UCXK-094IN Gaming Laptop (AMD Ryzen 5 7535HS/ 16 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),579.9,67,0,10,6,12,16,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,2,1
718,17,MSI Bravo 15 C7UCXK-095IN Gaming Laptop (AMD Ryzen 5 7535HS/ 8 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),549.9,65,0,10,6,12,8,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,2,3
719,6,Dell Latitude 3420 GD723YX17 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Ubuntu),479.9,60,2,2,4,8,8,SSD,512,No secondary storage,0,3,2,False,14.0,1366,768,5,1,3
720,17,MSI Bravo 15 C7VFK-087IN Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),1049.9,78,0,11,8,16,16,SSD,1024,No secondary storage,0,4,1,False,15.6,1920,1080,6,1,1
721,17,MSI Bravo 15 C7UDXK-093IN Gaming Laptop (AMD Ryzen 5 7535HS/ 16 GB RAM/ 512 GB SSD/ Win 11/ 6 GB Graphics),749.9,69,0,10,6,12,16,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,2,1
722,17,MSI Bravo 15 C7VEK-088IN Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),949.9,77,0,11,8,16,16,SSD,1024,No secondary storage,0,4,1,False,15.6,1920,1080,6,1,1
723,0,Acer One 14 Z8-415 2023 Laptop (11th Gen Core i5 / 16GB/ 512GB SSD/ Win11 Home),409.9,60,2,2,4,8,16,SSD,512,No secondary storage,0,3,2,False,14.0,1920,1080,6,1,3
724,17,MSI Thin GF63 11UCX-1471IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),509.9,66,2,2,6,12,8,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,2,3
725,2,Asus Vivobook 15 X1504ZA-NJ521WS Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),479.8,59,2,2,10,12,8,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,3
726,17,MSI Bravo 17 C7VEK-035IN Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),949.9,77,0,11,8,16,16,SSD,1024,No secondary storage,0,4,1,False,17.3,1920,1080,6,1,1
727,17,MSI Bravo 15 C7VEK-089IN Gaming Laptop (AMD Ryzen 5 7535HS/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),849.9,75,0,10,6,12,16,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,1,1
728,10,HP 255 G9 7M654PA Laptop (12th Gen Core i3/ 8GB/ 512 GB SSD/ Win11),389.9,63,2,1,6,8,8,SSD,512,No secondary storage,0,0,2,False,15.6,1366,768,6,1,3
729,6,Dell Inspiron 5620 ICC-C783531WIN8 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 2GB Graph),796.9,70,2,2,12,16,16,SSD,512,No secondary storage,0,4,1,False,16.0,1920,1080,6,1,1
730,17,MSI Modern 14 C12M-670IN Laptop (12th Gen Core i7/ 8GB/ 512GB SSD/ Win11 Home) Price,609.9,63,2,3,10,12,8,SSD,512,No secondary storage,0,3,2,False,14.0,1920,1080,6,1,2
731,17,MSI Thin GF63 11UC-1475IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),519.9,70,2,2,6,12,8,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,2,3
734,14,Lenovo Thinkpad E14 G4 21E3006UIG Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),670.0,63,2,2,10,12,8,SSD,512,No secondary storage,0,3,2,False,14.0,1920,1080,2,1,2
735,14,Lenovo Thinkpad E14 G4 21E3S02M00 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Pro),1250.0,75,2,3,10,12,16,SSD,512,No secondary storage,0,3,2,False,14.0,1920,1080,6,1,2
736,15,LG UltraPC 16 16U70R-G.AH76A2 Laptop (AMD Ryzen7-7730U/ 16GB/ 512GB SSD/ Win11),897.99,75,0,11,8,16,16,SSD,512,No secondary storage,0,0,2,True,16.0,1920,1200,6,1,1
737,15,LG Gram Style 14 14Z90RS-G.CH74A2 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),1509.99,72,2,3,12,16,16,SSD,512,No secondary storage,0,3,2,False,14.0,2880,1800,6,1,2
738,10,HP Zbook Power G4-A Laptop (AMD Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),1313.16,72,0,11,8,16,16,SSD,1024,No secondary storage,0,4,1,False,15.6,1920,1080,6,1,1
739,14,Lenovo Thinkbook 14 Gen 4 Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Pro),754.99,62,2,2,10,12,16,SSD,1024,No secondary storage,0,3,2,False,14.0,1920,1080,6,1,2
740,4,AXL Vayu Book LAP02 Laptop (Celeron N4020/ 4GB/ 256GB SSD / Win11 Home),179.9,38,2,0,2,2,4,SSD,256,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,3
741,17,MSI Modern 14 C7M-218IN Laptop (Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11),529.9,65,0,11,8,16,16,SSD,512,No secondary storage,0,0,2,False,14.0,1920,1080,6,1,1
742,4,AXL Vayu Book LAP01 Laptop (Celeron N4020/ 4GB/ 128GB SSD / Win11 Home),149.9,37,2,0,2,2,4,SSD,128,No secondary storage,0,3,2,False,14.1,1920,1080,6,1,3
743,6,Dell Inspiron 3525 D560927WIN9S Laptop (AMD Ryzen 5-5500U/ 8GB/ 512GB SSD/ Win11),408.9,54,0,10,6,12,8,SSD,512,No secondary storage,0,0,2,False,15.6,1920,1080,6,1,3
744,14,Lenovo ThinkBook 15 G3 ACL 21A4A08UIH Laptop (AMD Ryzen 5 5500U/ 8 GB/ 512 GB SSD/ DOS),409.9,57,0,10,6,12,8,SSD,512,No secondary storage,0,0,2,False,15.6,1920,1080,2,1,3
745,2,Asus Vivobook 14X 90NB11H2-M004D0 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/4 GB Graphics),699.9,69,2,2,8,12,16,SSD,512,No secondary storage,0,4,1,False,14.0,1920,1200,6,1,1
746,14,Lenovo S14 82TW0019IH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),469.9,57,2,2,10,12,8,SSD,512,No secondary storage,0,3,2,False,14.0,1920,1080,6,1,3
747,10,HP Pavilion 15-EH3101AU Laptop (AMD Ryzen 7- 7730U/ 16GB/ 512GB SSD/ Win11 Home),651.0,66,0,11,8,16,16,SSD,512,No secondary storage,0,0,2,False,15.6,1920,1080,6,1,1
748,14,Lenovo ThinkBook 15 G3 ACL 21A4A08VIH Laptop (AMD Ryzen 5 5500U/ 8 GB/ 512 GB SSD/ Win11 Home),381.71,59,0,10,6,12,8,SSD,512,No secondary storage,0,0,2,False,15.6,1920,1080,6,1,3
749,2,Asus Vivobook Pro 15 M6500QF-HN741WS  Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),649.9,64,0,11,8,16,16,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,1,1
751,2,Asus Vivobook S15 OLED 2023 S5504VA-MA554WS Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),953.0,66,2,2,12,16,16,SSD,1024,No secondary storage,0,3,2,False,15.6,2880,1620,6,1,2
752,2,Asus VivoBook 15 X515EA-EJ328WS Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),350.83,53,2,1,2,4,8,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,3
753,0,Acer Aspire 7 A715-76G UN.QMESI.004 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),549.9,69,2,2,8,12,16,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,1,1
754,14,Lenovo V15 G4 82YU00W6IN Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ DOS),279.9,54,0,9,4,8,8,SSD,512,No secondary storage,0,0,2,False,15.6,1920,1080,2,1,3
755,14,Lenovo Thinkpad E14 20TA00J2IG Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Pro),739.0,64,2,2,4,8,16,SSD,512,No secondary storage,0,3,2,False,14.0,1920,1080,6,3,2
756,14,Lenovo V15 G3 IAP Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/Win11),349.9,53,2,1,6,8,8,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,3
757,14,Lenovo V14 G3 IAP Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),349.9,54,2,1,6,8,8,SSD,512,No secondary storage,0,3,2,False,14.0,1920,1080,6,1,3
758,14,Lenovo V15 G3 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/Win11),469.0,56,2,2,10,12,8,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,3
759,14,Lenovo V15 G3 82C7007SGE Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),299.9,59,0,9,4,8,8,SSD,512,No secondary storage,0,0,2,False,15.6,1920,1080,6,1,3
760,14,Lenovo V14 G3 IAP Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),464.9,57,2,2,10,12,8,SSD,512,No secondary storage,0,3,2,False,14.0,1920,1080,6,1,3
761,6,Dell Inspiron 5630 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),949.0,71,2,3,12,16,16,SSD,512,No secondary storage,0,3,2,False,16.0,2560,1600,6,1,2
762,14,Lenovo IdeaPad Slim 3 82H803B6IN Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11),521.01,66,2,3,4,8,16,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,3
763,10,HP Victus 16-d0302TX Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),584.99,71,2,2,6,12,8,SSD,512,No secondary storage,0,4,1,False,16.1,1920,1080,6,1,3
764,14,Lenovo IdeaPad 5 15ITL05 82FG01UUIN Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 2GB Graphic),748.89,64,2,3,4,8,16,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,1,1
765,6,Dell Inspiron 3530 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),619.9,56,2,2,10,12,8,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,2
766,10,HP 15s-ey1509AU Laptop (AMD Athlon Silver 3050U/ 8GB/ 512GB SSD/ Win11),287.5,49,0,7,2,2,8,SSD,512,No secondary storage,0,0,2,False,15.6,1366,768,6,1,3
769,6,Dell Inspiron 7430 IC7430FD64T001ORS1 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),994.9,59,2,3,10,12,16,SSD,512,No secondary storage,0,3,2,True,14.0,1920,1200,6,1,2
770,6,Dell Inspiron 7430 IC7430VVR8C001ORS1 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),800.2,58,2,2,10,12,16,SSD,512,No secondary storage,0,3,2,True,14.0,1920,1200,6,1,2
771,10,HP 14s-dr3003TU 832T7PA Laptop (Pentium Silver N6000/ 8GB/ 512GB SSD/ Win11 Home),282.06,50,2,8,4,4,8,SSD,512,No secondary storage,0,3,2,False,14.0,1366,768,6,1,3
772,6,Dell Inspiron 15 3530 Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),429.9,57,2,1,5,6,8,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,3
773,12,Infinix INBook X2 Slim Series XL23 Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),389.9,58,2,2,4,8,16,SSD,512,No secondary storage,0,3,2,False,14.0,1920,1080,6,1,3
774,6,Dell Inspiron 5430 IN54304D6P9M01ORS1 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),889.8,56,2,3,10,12,16,SSD,512,No secondary storage,0,3,2,False,14.0,1920,1080,6,1,2
775,6,Dell Inspiron 5430 IN54308TR2G001ORS1 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),719.9,52,2,2,10,12,16,SSD,512,No secondary storage,0,3,2,False,14.0,1920,1080,6,1,2
776,6,Dell Inspiron 7430 IC7430PXXWC001ORS1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),739.9,57,2,2,10,12,8,SSD,512,No secondary storage,0,3,2,True,14.0,1920,1200,6,1,2
777,2,Asus Vivobook Go 15 E510MA-EJ011WS Laptop (Intel Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home),279.9,45,2,0,2,2,8,SSD,256,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,3
778,10,HP Victus 15-fb0137AX Gaming Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),739.9,67,0,11,8,16,16,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,1,1
779,2,Asus Vivobook 15 X515EA-EJ542WS Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11),494.9,58,2,2,4,8,16,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,3
780,6,Dell Inspiron 5430 IN5430YXVW9M01ORS1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),619.9,56,2,2,10,12,8,SSD,512,No secondary storage,0,3,2,False,14.0,1920,1080,6,1,2
781,10,HP ProBook 445 G8 7K2J8PA Business Laptop (AMD Ryzen 7 5800U/ 8GB/ 512GB SSD/ FreeDOS),458.99,63,0,11,8,16,8,SSD,512,No secondary storage,0,0,2,False,14.0,1920,1080,2,1,3
782,10,HP Pavilion 15s-fq5190TU Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),684.89,65,2,3,10,12,16,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,2
783,10,HP Victus 15-fb0133AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),633.14,67,0,10,6,12,16,SSD,512,No secondary storage,0,0,1,False,15.6,1920,1080,6,1,1
784,2,Asus Vivobook 16 2023 M1605YA-MB521WS Laptop (Ryzen 5 7530U / 8GB/ 512GB SSD/ Win11 Home),489.9,63,0,10,6,12,8,SSD,512,No secondary storage,0,0,2,False,16.0,1920,1200,6,1,3
785,14,Lenovo V14 G3 82TSA01KIH Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Dos),314.9,50,2,1,6,8,8,SSD,512,No secondary storage,0,3,2,False,14.0,1920,1080,2,1,3
786,10,HP 14-ep0068TU Laptop (Core i3-N305/ 8GB/ 512GB SSD/ Win11 Home),389.9,47,2,1,8,8,8,SSD,512,No secondary storage,0,3,2,False,14.0,1920,1080,6,1,3
787,10,HP Victus 15-fb0136AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),649.9,66,0,10,6,12,16,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,1,1
788,0,Acer One 14 Z2-493 Business Laptop (AMD Ryzen 5 / 8GB/ 512GB SSD/ Win11),328.9,56,0,10,4,8,8,SSD,512,No secondary storage,0,0,2,False,14.0,1366,768,6,1,3
789,17,MSI Katana 15 B12UDXK-1017IN Gaming Laptop (12th Gen Core i7/ 8GB/ 512GB SSD/ Win11 Home/ 6GB Graph),919.9,75,2,3,10,16,8,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,2,2
790,17,MSI Katana 15 B12UDXK-1019IN Gaming Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),879.9,75,2,2,8,12,16,SSD,1024,No secondary storage,0,4,1,False,15.6,1920,1080,6,2,1
791,0,Acer One 14 Business Z2-493 Laptop (Ryzen 3 3250U/ 8GB/ 512GB SSD/ Win11),289.99,53,0,9,2,4,8,SSD,512,No secondary storage,0,0,2,False,14.0,1366,768,6,1,3
792,10,HP 15s-fq3071TU Laptop (Intel Celeron N4500/ 8GB/ 512GB SSD/ Win11 Home),294.9,50,2,0,2,2,8,SSD,512,No secondary storage,0,3,2,False,15.0,1366,768,6,1,3
793,10,HP Victus 15-fb0135AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),619.9,64,0,10,6,12,8,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,1,2
794,2,Asus Zenbook 14X OLED 2023 UM5401QA-KM751WS Laptop (Ryzen 7 5800HS / 16GB/ 1TB SSD/ Win11 Home),769.9,64,0,11,8,16,16,SSD,1024,No secondary storage,0,0,2,False,14.0,2880,1800,6,1,1
795,6,Dell G15-5530 Gaming 2023 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ RTX 4060 8GB Graph),1492.9,76,2,3,14,16,16,SSD,512,No secondary storage,0,4,1,False,15.6,1920,1080,6,1,1
796,0,Acer Aspire 5 A515-58P NX.KHJSI.001 Gaming Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),399.9,51,2,1,6,8,8,SSD,512,No secondary storage,0,3,2,False,15.6,1920,1080,6,1,3
